year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,expm,vs,exppv,smd,party_jpn
2005,shiga,4,現職,"OKUMURA, TENZO",DPJ,3,2,復活当選,40.8,61,3,2,80216,284689,70.2,15091161,15.091161,0.408,53.009287327575,落選,民主党
2005,shiga,4,新人,"TSUBOTA, IKUO",JCP,2,0,落選,9,46,3,3,17801,284689,70.2,2429013,2.429013,0.09,8.532163167526669,落選,共産党
2005,shimane,1,現職,"HOSODA, HIROYUKI",LDP,1,6,当選,60.5,61,4,1,125401,286205,73.5,9844393,9.844393,0.605,34.396299854999036,当選,自民党
2005,shimane,1,新人,"HAMAGUCHI, KAZUHISA",DPJ,3,0,落選,28.6,36,4,2,59334,286205,73.5,5146399,5.146399,0.28600000000000003,17.981513250991423,落選,民主党
2005,shimane,1,新人,"JODAI, YOSHIO",JCP,2,0,落選,6.2,51,4,3,12786,286205,73.5,696980,0.69698,0.062,2.435247462483185,落選,共産党
2005,shimane,1,新人,"KANO, KATSUMIB",SDP,9,0,落選,4.7,61,4,4,9675,286205,73.5,3171762,3.171762,0.047,11.082133435823973,落選,社民党
2005,shimane,2,現職,"TAKESHITA, WATARU",LDP,1,3,当選,51.9,58,4,1,127118,319245,77.9,9200220,9.20022,0.519,28.81868157684537,当選,自民党
2005,shimane,2,現職,"KAMEI, HISAOKI",kokumin,29,5,復活当選,29.4,65,4,2,72098,319245,77.9,10452703,10.452703,0.294,32.74194740716378,落選,国民新党
2005,shimane,2,新人,"KOMURO, HISAAKI",DPJ,3,0,落選,14.3,44,4,3,34999,319245,77.9,9777151,9.777151,0.14300000000000002,30.625854751053268,落選,民主党
2005,shimane,2,新人,"MUKOSE, SHINICHI",JCP,2,0,落選,4.4,34,4,4,10704,319245,77.9,681430,0.68143,0.044000000000000004,2.1345048473742736,落選,共産党
2005,shizuoka,1,現職,"KAMIKAWA, YOKO",LDP,1,3,当選,39.5,52,4,1,99702,382322,67,14320773,14.320773,0.395,37.45736054948446,当選,自民党
2005,shizuoka,1,新人,"TANABE, NOBUHIRO",independent,99,0,落選,27.4,44,4,2,69111,382322,67,8656981,8.656981,0.27399999999999997,22.64316727784433,落選,無所属
2005,shizuoka,1,現職,"MAKINO, SEISHU",DPJ,3,3,落選,26.8,60,4,3,67560,382322,67,10014405,10.014405,0.268,26.193640439210927,落選,民主党
2005,shizuoka,1,新人,"IKENO, MOTOAKI",JCP,2,0,落選,6.4,45,4,4,16077,382322,67,1542388,1.542388,0.064,4.034264311235032,落選,共産党
2005,shizuoka,2,現職,"HARADA, YOSHITSUGU",LDP,1,2,当選,56.7,53,2,1,155019,394374,71,8335182,8.335182,0.5670000000000001,21.135221895966772,当選,自民党
2005,shizuoka,2,現職,"TSUGAWA, SHOGO",DPJ,3,2,落選,43.3,33,2,2,118564,394374,71,4656248,4.656248,0.433,11.80668096781228,落選,民主党
2005,shizuoka,3,現職,"YANAGISAWA, HAKUO",LDP,1,8,当選,61.3,70,3,1,153500,365656,69.9,12064448,12.064448,0.613,32.99398341610694,当選,自民党
2005,shizuoka,3,新人,"HIRASHIMA, KOJI",DPJ,3,0,落選,31.6,36,3,2,79075,365656,69.9,5637669,5.637669,0.316,15.417958408996434,落選,民主党
2005,shizuoka,3,新人,"HIRAMATSU, MASATO",JCP,2,0,落選,7.1,50,3,3,17902,365656,69.9,1122273,1.122273,0.071,3.069204388824469,落選,共産党
2005,shizuoka,4,現職,"MOCHIDUKI, YOSHIO",LDP,1,4,当選,54.4,58,2,1,116045,330188,66.4,17390613,17.390613,0.544,52.668822004433835,当選,自民党
2005,shizuoka,4,現職,"TAMURA, KENJI",DPJ,3,2,復活当選,45.6,37,2,2,97330,330188,66.4,4005397,4.005397,0.456,12.130655868777787,落選,民主党
2005,shizuoka,5,現職,"HOSONO, GOSHI",DPJ,3,3,当選,48.8,34,3,1,148002,448424,68.5,3634613,3.634613,0.488,8.105304354807057,当選,民主党
2005,shizuoka,5,現職,"SAITO, TOSHITSUGU",LDP,1,7,復活当選,46.6,60,3,2,141387,448424,68.5,8042610,8.04261,0.466,17.93528000285444,落選,自民党
2005,shizuoka,5,新人,"SAKUYAMA, YUKI",JCP,2,0,落選,4.6,33,3,3,13936,448424,68.5,1625001,1.625001,0.046,3.623804702692095,落選,共産党
2005,shizuoka,6,現職,"WATANABE, SHU",DPJ,3,4,当選,52.6,43,3,1,154542,453424,66.2,8392965,8.392965,0.526,18.510191344084124,当選,民主党
2005,shizuoka,6,現職,"KURATA, MASATOSHI",LDP,1,3,復活当選,41.2,66,3,2,121089,453424,66.2,9068328,9.068328,0.41200000000000003,19.99966477292777,落選,自民党
2005,shizuoka,6,新人,"SUZUKI, KAZUHIKO",JCP,2,0,落選,6.2,62,3,3,18346,453424,66.2,1245320,1.24532,0.062,2.7464801157415577,落選,共産党
2005,shizuoka,7,新人,"KATAYAMA, SATSUKI",LDP,1,1,当選,36.8,46,3,1,85168,318422,73.6,13596536,13.596536,0.368,42.69973808342388,当選,自民党
2005,shizuoka,7,現職,"KIUCHI, MINORU",independent,99,1,落選,36.4,40,3,2,84420,318422,73.6,8099488,8.099488,0.364,25.436332916695456,落選,無所属
2005,shizuoka,7,新人,"ABE, TAKUYA",DPJ,3,0,落選,26.8,38,3,3,62039,318422,73.6,7229289,7.229289,0.268,22.703484683847222,落選,民主党
2005,shizuoka,8,現職,"SHIONOYA, RYU",LDP,1,5,当選,53.1,55,3,1,128456,354360,68.9,7986704,7.986704,0.531,22.538390337509878,当選,自民党
2005,shizuoka,8,現職,"SUZUKI, YASUTOMO",DPJ,3,0,落選,42.1,48,3,2,101801,354360,68.9,6629708,6.629708,0.42100000000000004,18.708962636866463,落選,民主党
2005,shizuoka,8,新人,"OCHIAI, KATSUJI",JCP,2,0,落選,4.8,61,3,3,11576,354360,68.9,1143265,1.143265,0.048,3.226281182977763,落選,共産党
2005,tochigi,1,現職,"FUNADA, HAJIME",LDP,1,8,当選,55.4,51,3,1,141868,403272,64.6,18127524,18.127524,0.5539999999999999,44.951109920847465,当選,自民党
2005,tochigi,1,現職,"MIZUSHIMA, HIROKO",DPJ,3,2,落選,40.5,37,3,2,103757,403272,64.6,9872693,9.872693,0.405,24.48147404233371,落選,民主党
2005,tochigi,1,新人,"NOMURA, SETSUKO",JCP,2,0,落選,4,52,3,3,10301,403272,64.6,740580,0.74058,0.04,1.8364280188061655,落選,共産党
2005,tochigi,2,現職,"MORIYAMA, MAYUMI",LDP,1,4,当選,53.3,77,2,1,99115,273033,69.2,19000844,19.000844,0.5329999999999999,69.5917489827237,当選,自民党
2005,tochigi,2,新人,"FUKUDA, AKIO",DPJ,3,0,復活当選,46.7,57,2,2,86818,273033,69.2,12932914,12.932914,0.467,47.36758560320548,落選,民主党
2005,tochigi,3,現職,"WATANABE, YOSHIMI",LDP,1,4,当選,64,53,5,1,98889,244983,64.8,14319402,14.319402,0.64,58.45059453104909,当選,自民党
2005,tochigi,3,新人,"KOBAYASHI, TAKASHI",DPJ,3,0,落選,27,42,5,2,41776,244983,64.8,6674040,6.67404,0.27,27.242869913422563,落選,民主党
2005,tochigi,3,新人,"YAMAGUCHI, MUTSUKO",SDP,9,0,落選,4.1,58,5,3,6346,244983,64.8,3783298,3.783298,0.040999999999999995,15.443104215394538,落選,社民党
2005,tochigi,3,新人,"MAKI, SHOZO",JCP,2,0,落選,3.8,61,5,4,5905,244983,64.8,752464,0.752464,0.038,3.0714947567790416,落選,共産党
2005,tochigi,3,新人,"SAITO, SUSUMUB",independent,99,0,落選,1,62,5,5,1618,244983,64.8,785000,0.785,0.01,3.2043039721123505,落選,無所属
2005,tochigi,4,現職,"SATO, TSUTOMU",LDP,1,4,当選,54.2,53,3,1,140304,394394,66.9,21198388,21.198388,0.542,53.74926596246393,当選,自民党
2005,tochigi,4,現職,"YAMAOKA, KENJI",DPJ,3,4,復活当選,41.9,62,3,2,108473,394394,66.9,9629272,9.629272,0.419,24.415361288457735,落選,民主党
2005,tochigi,4,新人,"YAMAZAKI, TOSHIHIKO",JCP,2,0,落選,3.8,52,3,3,9900,394394,66.9,903534,0.903534,0.038,2.290942559978093,落選,共産党
2005,tochigi,5,現職,"MOTEGI, TOSHIMITSU",LDP,1,5,当選,68.9,49,2,1,125773,299333,62.6,16862735,16.862735,0.6890000000000001,56.3343667420565,当選,自民党
2005,tochigi,5,新人,"TOMIOKA, YOSHITADA",DPJ,3,0,落選,31.1,38,2,2,56680,299333,62.6,5314305,5.314305,0.311,17.753822665726798,落選,民主党
2005,tokushima,1,現職,"SENGOKU, YOSHITO",DPJ,3,5,当選,51.3,59,3,1,68026,214235,62.8,10667185,10.667185,0.513,49.79198076878195,当選,民主党
2005,tokushima,1,現職,"OKAMOTO, YOSHIRO",LDP,1,2,復活当選,41.3,61,3,2,54843,214235,62.8,14751756,14.751756,0.413,68.85782435176326,落選,自民党
2005,tokushima,1,新人,"KAMIMURA, HIDEAKI",JCP,2,0,落選,7.4,46,3,3,9769,214235,62.8,2036026,2.036026,0.07400000000000001,9.503703876584124,落選,共産党
2005,tokushima,2,現職,"YAMAGUCHI, SHUNICHIB",independent,99,6,当選,39.5,55,4,1,62582,229101,70,16740789,16.740789,0.395,73.07165398666963,当選,無所属
2005,tokushima,2,現職,"TAKAI, MIHO",DPJ,3,1,落選,29.8,33,4,2,47199,229101,70,12531991,12.531991,0.298,54.700725880725095,落選,民主党
2005,tokushima,2,現職,"SHICHIJO, AKIRA",LDP,1,5,復活当選,27.6,54,4,3,43695,229101,70,12859646,12.859646,0.276,56.13090296419483,落選,自民党
2005,tokushima,2,新人,"YAMAMOTO, CHIYOKO",JCP,2,0,落選,3,56,4,4,4767,229101,70,2242074,2.242074,0.03,9.78639988476698,落選,共産党
2005,tokushima,3,現職,"GOTODA, MASAZUMI",LDP,1,3,当選,57.3,36,3,1,88581,225208,70,11238454,11.238454,0.573,49.90255230720045,当選,自民党
2005,tokushima,3,新人,"NIKI, HIROBUMI",DPJ,3,0,落選,38.8,39,3,2,60063,225208,70,12302714,12.302714,0.38799999999999996,54.628228126887144,落選,民主党
2005,tokushima,3,新人,"AOKI, TOSHIO",JCP,2,0,落選,3.9,61,3,3,6017,225208,70,817295,0.817295,0.039,3.62906735107101,落選,共産党
2005,tokyo,1,現職,"YOSANO, KAORU",LDP,1,8,当選,54.6,67,4,1,149894,427528,65.3,15258218,15.258218,0.546,35.689400460320726,当選,自民党
2005,tokyo,1,現職,"KAIEDA, BANRI",DPJ,3,4,落選,36.9,56,4,2,101396,427528,65.3,7267994,7.267994,0.369,17.000042102505567,落選,民主党
2005,tokyo,1,新人,"HORIE, YASUNOBU",JCP,2,0,落選,7.9,51,4,3,21794,427528,65.3,3928037,3.928037,0.079,9.18778886996875,落選,共産党
2005,tokyo,1,新人,"MATAYOSHI, MITSUO",others,100,0,落選,0.6,61,4,4,1557,427528,65.3,395805,0.395805,0.006,0.9257990119945361,落選,その他
2005,tokyo,2,元職,"FUKAYA, TAKASHI",LDP,1,8,当選,50.9,69,3,1,127889,375228,68.5,10862016,10.862016,0.509,28.947775752342576,当選,自民党
2005,tokyo,2,現職,"NAKAYAMA, YOSHIKATSU",DPJ,3,3,落選,39.2,60,3,2,98335,375228,68.5,8499252,8.499252,0.392,22.65090025264639,落選,民主党
2005,tokyo,2,新人,"NAKAJIMA, TSUKANE",JCP,2,0,落選,9.9,61,3,3,24848,375228,68.5,5059800,5.0598,0.099,13.484601362371677,落選,共産党
2005,tokyo,3,新人,"ISHIHARA, HIROTAKA",LDP,1,0,当選,50.7,41,3,1,151989,457792,66.9,13694835,13.694835,0.507,29.914972301831398,当選,自民党
2005,tokyo,3,現職,"MATSUBARA, JIN",DPJ,3,3,復活当選,41.4,49,3,2,123999,457792,66.9,3039326,3.039326,0.414,6.6390981056899205,落選,民主党
2005,tokyo,3,新人,"GOTO, HITOSHIB",JCP,2,0,落選,7.9,44,3,3,23611,457792,66.9,2294644,2.294644,0.079,5.0124161191108625,落選,共産党
2005,tokyo,4,新人,"TAIRA, MASAAKI",LDP,1,1,当選,46.7,38,5,1,119812,413764,63.9,9573267,9.573267,0.467,23.137022553919625,当選,自民党
2005,tokyo,4,現職,"USAMI, NOBORU",DPJ,3,2,落選,33.7,38,5,2,86354,413764,63.9,7646975,7.646975,0.337,18.481489448091182,落選,民主党
2005,tokyo,4,新人,"SATO, FUMINORI",JCP,2,0,落選,9.8,52,5,3,25078,413764,63.9,3905785,3.905785,0.098,9.439644338318463,落選,共産党
2005,tokyo,4,元職,"NAKANISHI, KAZUYOSHI",independent,99,1,落選,7.8,41,5,4,19955,413764,63.9,2235445,2.235445,0.078,5.402705406946955,落選,無所属
2005,tokyo,4,新人,"SATO, HIROMIB",independent,99,0,落選,2.1,56,5,5,5313,413764,63.9,1759512,1.759512,0.021,4.252453089200607,落選,無所属
2005,tokyo,5,現職,"KOSUGI, TAKASHI",LDP,1,8,当選,53.4,69,3,1,150667,438707,65.7,9405550,9.40555,0.534,21.43925216602425,当選,自民党
2005,tokyo,5,現職,"TEZUKA, YOSHIO",DPJ,3,2,落選,38.8,38,3,2,109618,438707,65.7,6710785,6.7107849999999996,0.38799999999999996,15.296735634489535,落選,民主党
2005,tokyo,5,新人,"HOSHIMI, TEIKO",JCP,2,0,落選,7.8,48,3,3,22107,438707,65.7,3269329,3.269329,0.078,7.4521924655863705,落選,共産党
2005,tokyo,6,新人,"OCHI, TAKAO",LDP,1,1,当選,46.3,41,3,1,136750,465181,65,7526766,7.526766,0.46299999999999997,16.180295411893436,当選,自民党
2005,tokyo,6,現職,"KOMIYAMA, YOKO",DPJ,3,3,復活当選,44.1,56,3,2,130283,465181,65,5326773,5.326773,0.441,11.450968547726584,落選,民主党
2005,tokyo,6,新人,"TANAKA, MIYOKO",JCP,2,0,落選,9.6,58,3,3,28252,465181,65,2568447,2.568447,0.096,5.521392748199088,落選,共産党
2005,tokyo,7,新人,"MATSUMOTO, FUMIAKI",LDP,1,1,当選,48.9,56,3,1,131464,433764,63.1,9292734,9.292734,0.489,21.4234791268985,当選,自民党
2005,tokyo,7,現職,"NAGATSUMA, AKIRA",DPJ,3,3,復活当選,42.1,45,3,2,113221,433764,63.1,7420796,7.420796,0.42100000000000004,17.10791121439308,落選,民主党
2005,tokyo,7,新人,"OTA, NORIOKI",JCP,2,0,落選,9,29,3,3,24110,433764,63.1,4235670,4.23567,0.09,9.764918250477217,落選,共産党
2005,tokyo,8,現職,"ISHIHARA, NOBUTERU",LDP,1,5,当選,57.3,48,3,1,161966,447051,64.6,14855881,14.855881,0.573,33.2308416713082,当選,自民党
2005,tokyo,8,新人,"SUZUKI, MORIO",DPJ,3,0,落選,33.3,39,3,2,94074,447051,64.6,8680489,8.680489,0.33299999999999996,19.417223090877776,落選,民主党
2005,tokyo,8,新人,"SAWADA, SHUNJI",JCP,2,0,落選,9.5,54,3,3,26819,447051,64.6,4456195,4.456195,0.095,9.967979044896444,落選,共産党
2005,tokyo,9,現職,"SUGAWARA, ISSHU",LDP,1,2,当選,53.9,43,4,1,153309,429691,67.5,18348267,18.348267,0.539,42.70107356216444,当選,自民党
2005,tokyo,9,新人,"KAWASHIMA, TOMOTARO",DPJ,3,0,落選,30.9,41,4,2,87890,429691,67.5,1130206,1.130206,0.309,2.630276175204973,落選,民主党
2005,tokyo,9,新人,"MOCHIZUKI, YASUKO",JCP,2,0,落選,10,49,4,3,28493,429691,67.5,5934847,5.934847,0.1,13.81189505947297,落選,共産党
2005,tokyo,9,新人,"NAKAGAWA, NAOTO",SDP,9,0,落選,5.3,48,4,4,14952,429691,67.5,4855011,4.855011,0.053,11.298842656699815,落選,社民党
2005,tokyo,10,現職,"KOIKE, YURIKO",LDP,1,5,当選,50,53,4,1,109764,333738,66.6,11430767,11.430767,0.5,34.25072062516105,当選,自民党
2005,tokyo,10,現職,"SAMEJIMA, MUNEAKI",DPJ,3,0,落選,23,61,4,2,50536,333738,66.6,10346354,10.346354,0.23,31.00142626851003,落選,民主党
2005,tokyo,10,現職,"KOBAYASHI, KOKI",shintonihon,34,4,落選,18.7,61,4,3,41089,333738,66.6,6887222,6.887222,0.187,20.636613151633917,落選,新党日本
2005,tokyo,10,新人,"YAMAMOTO, TOSHIE",JCP,2,0,落選,8.2,56,4,4,17929,333738,66.6,2761389,2.761389,0.08199999999999999,8.274122215630225,落選,共産党
2005,tokyo,11,現職,"SHIMOMURA, HAKUBUN",LDP,1,4,当選,55,51,3,1,148099,428608,64.3,13837504,13.837504,0.55,32.28475436762729,当選,自民党
2005,tokyo,11,元職,"WATANABE, KOICHIRO",DPJ,3,0,落選,31.9,61,3,2,85832,428608,64.3,8184994,8.184994,0.319,19.096689749141408,落選,民主党
2005,tokyo,11,新人,"TOKUTOME, MICHINOBU",JCP,2,0,落選,13.1,53,3,3,35233,428608,64.3,4655593,4.655593,0.131,10.86212343213379,落選,共産党
2005,tokyo,12,現職,"OTA, AKIHIRO",CGP,5,5,当選,43.2,59,4,1,109636,386113,67.8,14860694,14.860694,0.43200000000000005,38.48794005899827,当選,公明党
2005,tokyo,12,現職,"FUJITA, YUKIHISA",DPJ,3,2,落選,29.1,55,4,2,73943,386113,67.8,15292968,15.292968,0.29100000000000004,39.607493143199015,落選,民主党
2005,tokyo,12,現職,"YASHIRO, EITA",independent,99,2,落選,17.4,68,4,3,44279,386113,67.8,5661033,5.661033,0.174,14.66159647564314,落選,無所属
2005,tokyo,12,新人,"NONOYAMA, KEN",JCP,2,0,落選,10.3,42,4,4,26068,386113,67.8,3327328,3.327328,0.10300000000000001,8.617497986340787,落選,共産党
2005,tokyo,13,現職,"KAMOSHITA, ICHIRO",LDP,1,5,当選,53.8,56,3,1,129586,403088,61.6,11105068,11.105068,0.5379999999999999,27.54998412257373,当選,自民党
2005,tokyo,13,現職,"JOJIMA, KORIKI",DPJ,3,3,落選,33.4,58,3,2,80378,403088,61.6,2987580,2.98758,0.33399999999999996,7.411731433334657,落選,民主党
2005,tokyo,13,新人,"TAMURA, TOMOKO",JCP,2,0,落選,12.8,40,3,3,30806,403088,61.6,5046935,5.046935,0.128,12.52067786686778,落選,共産党
2005,tokyo,14,現職,"MATSUSHIMA, MIDORI",LDP,1,3,当選,55.4,49,4,1,118771,342915,64.8,11033577,11.033577,0.5539999999999999,32.175836577577535,当選,自民党
2005,tokyo,14,現職,"INOUE, KAZUO",DPJ,3,2,落選,32.2,53,4,2,69108,342915,64.8,4614134,4.614134,0.322,13.455620197425018,落選,民主党
2005,tokyo,14,新人,"ITO, FUMIO",JCP,2,0,落選,10.3,61,4,3,22131,342915,64.8,4654214,4.654214,0.10300000000000001,13.572500473878366,落選,共産党
2005,tokyo,14,新人,"MAEDA, SHINJI",independent,99,0,落選,2.1,29,4,4,4478,342915,64.8,462263,0.462263,0.021,1.3480396016505547,落選,無所属
2005,tokyo,15,現職,"KIMURA, BEN",LDP,1,3,当選,54.4,66,3,1,123021,348023,66.5,17710048,17.710048,0.544,50.88757926918623,当選,自民党
2005,tokyo,15,元職,"AZUMA, SHOZO",DPJ,3,3,落選,35.2,54,3,2,79621,348023,66.5,4442078,4.442078,0.35200000000000004,12.763748372952362,落選,民主党
2005,tokyo,15,新人,"YOSHIDA, TOSHIO",JCP,2,0,落選,10.5,57,3,3,23659,348023,66.5,6726710,6.72671,0.105,19.328348988428925,落選,共産党
2005,tokyo,16,現職,"SHIMAMURA, YOSHINOBU",LDP,1,9,当選,57,71,3,1,145439,439858,60.4,10045060,10.04506,0.57,22.83705195767725,当選,自民党
2005,tokyo,16,現職,"NAKATSUGAWA, HIROSATO",DPJ,3,2,落選,33.1,56,3,2,84564,439858,60.4,8686129,8.686129,0.331,19.747575353864203,落選,民主党
2005,tokyo,16,新人,"ABE, YASUNORI",JCP,2,0,落選,9.9,49,3,3,25328,439858,60.4,4231297,4.231297,0.099,9.619688626784098,落選,共産党
2005,tokyo,17,現職,"HIRASAWA, KATSUEI",LDP,1,4,当選,63,60,3,1,161324,430522,63.7,18161171,18.161171,0.63,42.184071894119235,当選,自民党
2005,tokyo,17,元職,"NISHIKOORI, ATSUSHI",DPJ,3,0,落選,26.3,60,3,2,67300,430522,63.7,7180339,7.180339,0.263,16.67821621194736,落選,民主党
2005,tokyo,17,新人,"KOJIMA, SACHIKO",JCP,2,0,落選,10.8,61,3,3,27597,430522,63.7,4460503,4.460503,0.10800000000000001,10.360685400513795,落選,共産党
2005,tokyo,18,現職,"KAN, NAOTO",DPJ,3,9,当選,47.4,58,3,1,126716,398228,68,9545039,9.545039,0.474,23.968779191819763,当選,民主党
2005,tokyo,18,新人,"TSUCHIYA, MASATADA",LDP,1,1,復活当選,44.5,63,3,2,118879,398228,68,6977258,6.977258,0.445,17.520761975551693,落選,自民党
2005,tokyo,18,新人,"MIYAMOTO, TORU",JCP,2,0,落選,8.1,33,3,3,21542,398228,68,1457590,1.45759,0.081,3.660189640105668,落選,共産党
2005,tokyo,19,新人,"MATSUMOTO, YOHEI",LDP,1,1,当選,46.3,32,3,1,138596,449209,67.9,6076528,6.076528,0.46299999999999997,13.527173320213976,当選,自民党
2005,tokyo,19,現職,"SUEMATSU, YOSHINORI",DPJ,3,4,復活当選,44.5,48,3,2,133180,449209,67.9,4263401,4.263401,0.445,9.490907350476059,落選,民主党
2005,tokyo,19,新人,"SHIMIZU, AKIO",JCP,2,0,落選,9.3,54,3,3,27811,449209,67.9,1347174,1.347174,0.09300000000000001,2.9989915607211786,落選,共産党
2005,tokyo,20,新人,"KIHARA, SEIJI",LDP,1,1,当選,44.5,35,3,1,112634,388041,67,11218578,11.218578,0.445,28.9108058169111,当選,自民党
2005,tokyo,20,現職,"KATO, KOICHIB",DPJ,3,3,復活当選,42.7,41,3,2,107916,388041,67,5457690,5.45769,0.42700000000000005,14.064725119252863,落選,民主党
2005,tokyo,20,新人,"IKEDA, MARIKO",JCP,2,0,落選,12.8,50,3,3,32299,388041,67,4077580,4.07758,0.128,10.508116410379316,落選,共産党
2005,tokyo,21,新人,"OGAWA, YUICHI",LDP,1,1,当選,46.1,59,4,1,109310,366405,66.1,5217508,5.217508,0.461,14.2397292613365,当選,自民党
2005,tokyo,21,現職,"NAGASHIMA, AKIHISA",DPJ,3,2,復活当選,41.6,43,4,2,98749,366405,66.1,11026161,11.026161,0.41600000000000004,30.09282351496295,落選,民主党
2005,tokyo,21,新人,"TAGAWA, YUTAKA",JCP,2,0,落選,10.7,36,4,3,25484,366405,66.1,6664552,6.664552,0.107,18.18903126321966,落選,共産党
2005,tokyo,21,新人,"SOGO, YUTAKA",independent,99,0,落選,1.6,62,4,4,3739,366405,66.1,2335250,2.33525,0.016,6.373411934880801,落選,無所属
2005,tokyo,22,現職,"ITO, TATSUYA",LDP,1,5,当選,52.1,44,4,1,150404,442182,66.3,12070687,12.070687,0.521,27.2980062508198,当選,自民党
2005,tokyo,22,現職,"YAMAHANA, IKUO",DPJ,3,2,落選,37.2,38,4,2,107417,442182,66.3,7571301,7.571301,0.37200000000000005,17.122589793343014,落選,民主党
2005,tokyo,22,新人,"WAKABAYASHI, YOSHIHARU",JCP,2,0,落選,9.8,55,4,3,28356,442182,66.3,5861115,5.861115,0.098,13.25498324219439,落選,共産党
2005,tokyo,22,新人,"YAMASHITA, BANBA",independent,99,0,落選,0.9,25,4,4,2483,442182,66.3,228176,0.228176,0.009000000000000001,0.516022814135356,落選,無所属
2005,tokyo,23,現職,"ITO, KOSUKE",LDP,1,9,当選,54.7,63,3,1,162351,445766,68,20874601,20.874601,0.547,46.828607385937914,当選,自民党
2005,tokyo,23,現職,"ISHIGE, EIKO",DPJ,3,3,落選,36.1,67,3,2,107136,445766,68,4867368,4.867368,0.361,10.919110026336687,落選,民主党
2005,tokyo,23,新人,"MUROYA, TOMOHIDE",JCP,2,0,落選,9.2,56,3,3,27232,445766,68,3219264,3.219264,0.092,7.221869770238197,落選,共産党
2005,tokyo,24,現職,"HAGIUDA, KOICHI",LDP,1,2,当選,53.2,42,3,1,150552,434174,66.8,13468937,13.468937,0.532,31.02197966713806,当選,自民党
2005,tokyo,24,現職,"AKUTSU, YUKIHIKO",DPJ,3,2,落選,37.6,49,3,2,106459,434174,66.8,9378973,9.378973,0.376,21.601876206313598,落選,民主党
2005,tokyo,24,新人,"HASEGAWA, AKIRA",JCP,2,0,落選,9.3,33,3,3,26233,434174,66.8,6497347,6.497347,0.09300000000000001,14.964845891278612,落選,共産党
2005,tokyo,25,現職,"INOUE, SHINJI",LDP,1,2,当選,57,35,3,1,113800,316984,64.4,11815578,11.815578,0.57,37.27499810715998,当選,自民党
2005,tokyo,25,現職,"SHIMADA, HISASHI",DPJ,3,1,落選,33,70,3,2,66008,316984,64.4,8757729,8.757729,0.33,27.628299851096585,落選,民主党
2005,tokyo,25,新人,"SUZUKI, TAKUYA",JCP,2,0,落選,10,35,3,3,19954,316984,64.4,3183316,3.183316,0.1,10.042513186785452,落選,共産党
2005,tottori,1,現職,"ISHIBA, SHIGERU",LDP,1,7,当選,59.2,48,4,1,106805,261387,70.9,9191389,9.191389,0.5920000000000001,35.16391021741708,当選,自民党
2005,tottori,1,新人,"HAYAKAWA, SHUSAKU",DPJ,3,0,落選,26.7,28,4,2,48092,261387,70.9,8647420,8.64742,0.267,33.08282355281632,落選,民主党
2005,tottori,1,新人,"TANAKA, KIYOICHI",SDP,9,0,落選,7.9,52,4,3,14271,261387,70.9,4345762,4.345762,0.079,16.625777104446662,落選,社民党
2005,tottori,1,新人,"TSUKADA, NARUYUKI",JCP,2,0,落選,6.2,41,4,4,11105,261387,70.9,898891,0.898891,0.062,3.438927720200316,落選,共産党
